product_no,price
p89131,511.36
p89132,71.33
p89133,358.68
p89134,764.25
p89135,992.60
p89136,393.08
p89137,684.63
p89138,819.03
p89139,274.20
p89140,807.15
p89141,59.53
p89142,205.63
p89143,283.17
p89144,901.34
p89145,816.53
p89146,812.87
p89147,645.75
p89148,648.23
p89149,290.43
p89150,710.42
p89151,494.18
p89152,720.56
p89153,704.37
p89154,162.15
p89155,778.58
p89156,285.38
p89157,839.75
p89158,567.93
p89159,838.24
p89160,802.54
p89161,468.62
p89162,908.12
p89163,835.81
p89164,234.03
p89165,316.52
p89166,920.01
p89167,488.82
p89168,142.63
p89169,831.97
p89170,443.13
p89171,367.46
p89172,208.46
p89173,342.90
p89174,420.85
p89175,862.28
p89176,362.62
p89177,57.92
p89178,395.56
p89179,570.58
p89180,707.04
p89181,24.03
p89182,671.32
p89183,549.18
p89184,991.27
p89185,209.86
p89186,639.95
p89187,633.91
p89188,360.60
p89189,140.90
p89190,833.98
p89191,91.97
p89192,919.21
p89193,989.38
p89194,7.47
p89195,827.01
p89196,925.49
p89197,28.66
p89198,852.43
p89199,487.86
p89200,57.67
p89201,900.47
p89202,422.54
p89203,845.43
p89204,145.93
p89205,482.40
p89206,786.62
p89207,661.77
p89208,67.13
p89209,500.32
p89210,782.30
p89211,873.10
p89212,850.74
p89213,927.98
p89214,66.88
p89215,533.17
p89216,58.26
p89217,576.68
p89218,833.05
p89219,937.93
p89220,944.95
p89221,559.81
p89222,524.04
p89223,231.36
p89224,914.84
p89225,352.96
p89226,612.41
p89227,151.77
p89228,573.29
p89229,153.79
p89230,568.21
p89231,953.07
p89232,972.26
p89233,854.63
p89234,828.52
p89235,551.74
p89236,857.56
p89237,167.56
p89238,10.46
p89239,173.67
p89240,912.33
p89241,163.01
p89242,973.03
p89243,448.06
p89244,132.52
p89245,989.07
p89246,422.44
p89247,576.80
p89248,253.84
p89249,64.35
p89250,604.60
p89251,774.33
p89252,508.97
p89253,172.61
p89254,989.85
p89255,144.24
p89256,874.60
p89257,593.42
p89258,2.25
p89259,480.69
p89260,329.41
p89261,261.92
p89262,949.42
p89263,238.04
p89264,165.60
p89265,595.27
p89266,417.36
p89267,484.73
p89268,706.00
p89269,971.71
p89270,484.35
p89271,104.69
p89272,934.65
p89273,625.00
p89274,473.52
p89275,709.54
p89276,47.86
p89277,830.42
p89278,617.47
p89279,349.20
p89280,657.51
p89281,731.76
p89282,969.35
p89283,10.20
p89284,473.16
p89285,971.11
p89286,974.62
p89287,352.33
p89288,421.70
p89289,927.87
p89290,134.99
p89291,226.30
p89292,839.27
p89293,54.50
p89294,461.28
p89295,242.98
p89296,300.77
p89297,291.01
p89298,918.11
p89299,637.19
p89300,385.98
p89301,216.48
p89302,422.64
p89303,137.81
p89304,883.71
p89305,910.63
p89306,712.46
p89307,966.90
p89308,453.61
p89309,833.32
p89310,816.19
p89311,909.81
p89312,195.05
p89313,437.97
p89314,867.64
p89315,583.10
p89316,677.05
p89317,457.02
p89318,154.73
p89319,997.00
p89320,657.45
p89321,312.61
p89322,375.58
p89323,859.45
p89324,623.24
p89325,425.48
p89326,267.60
p89327,58.87
p89328,943.72
p89329,203.29
p89330,638.41
p89331,920.25
p89332,240.49
p89333,260.26
p89334,128.13
p89335,679.03
p89336,890.28
p89337,117.08
p89338,340.73
p89339,135.60
p89340,682.88
p89341,594.90
p89342,706.47
p89343,133.18
p89344,123.79
p89345,493.02
p89346,773.00
p89347,710.23
p89348,585.80
p89349,670.02
p89350,786.56
p89351,694.85
p89352,714.57
p89353,52.41
p89354,882.59
p89355,509.87
p89356,136.48
p89357,821.58
p89358,323.20
p89359,722.57
p89360,368.41
p89361,42.20
p89362,440.83
p89363,296.42
p89364,371.59
p89365,143.58
p89366,786.05
p89367,349.66
p89368,438.65
p89369,167.49
p89370,538.26
p89371,10.80
p89372,499.67
p89373,157.55
p89374,717.94
p89375,650.94
p89376,296.03
p89377,957.44
p89378,461.64
p89379,969.42
p89380,759.76
p89381,963.81
p89382,482.36
p89383,698.10
p89384,0.85
p89385,846.44
p89386,900.21
p89387,657.31
p89388,944.84
p89389,515.99
p89390,632.75
p89391,47.94
p89392,911.34
p89393,759.85
p89394,653.42
p89395,103.95
p89396,993.78
p89397,752.52
p89398,227.46
p89399,957.50
p89400,365.11
p89401,24.27
p89402,637.65
p89403,569.11
p89404,655.25
p89405,195.72
p89406,681.88
p89407,535.50
p89408,521.69
p89409,631.23
p89410,736.57
p89411,168.59
p89412,343.77
p89413,640.26
p89414,896.09
p89415,443.46
p89416,266.78
p89417,73.53
p89418,361.86
p89419,713.09
p89420,972.08
p89421,602.92
p89422,334.87
p89423,249.18
p89424,628.44
p89425,605.17
p89426,518.32
p89427,312.59
p89428,827.75
p89429,484.16
p89430,218.97
p89431,287.13
p89432,991.75
p89433,298.64
p89434,985.62
p89435,824.00
p89436,515.50
p89437,147.91
p89438,791.28
p89439,184.83
p89440,697.14
p89441,168.56
p89442,579.22
p89443,746.78
p89444,35.31
p89445,749.41
p89446,278.98
p89447,946.96
p89448,540.29
p89449,21.21
p89450,235.04
p89451,770.06
p89452,927.36
p89453,333.50
p89454,752.57
p89455,817.85
p89456,196.86
p89457,371.33
p89458,971.77
p89459,405.96
p89460,327.20
p89461,728.20
p89462,337.44
p89463,169.31
p89464,445.20
p89465,676.76
p89466,732.95
p89467,384.01
p89468,578.70
p89469,558.28
p89470,608.22
p89471,6.88
p89472,320.07
p89473,562.47
p89474,807.98
p89475,465.36
p89476,470.38
p89477,156.00
p89478,308.19
p89479,379.72
p89480,297.18
p89481,294.20
p89482,823.59
p89483,255.78
p89484,516.82
p89485,622.27
p89486,64.28
p89487,829.83
p89488,261.06
p89489,488.29
p89490,757.48
p89491,805.17
p89492,378.15
p89493,150.20
p89494,460.87
p89495,591.69
p89496,921.29
p89497,388.44
p89498,460.79
p89499,67.80
p89500,500.00
p89501,348.78
p89502,617.32
p89503,775.57
p89504,233.60
p89505,949.72
p89506,17.57
p89507,64.64
p89508,989.67
p89509,416.26
p89510,570.54
p89511,527.67
p89512,752.29
p89513,542.91
p89514,274.12
p89515,465.07
p89516,344.59
p89517,754.76
p89518,607.23
p89519,380.25
p89520,824.11
p89521,736.60
p89522,10.67
p89523,507.06
p89524,141.87
p89525,232.83
p89526,511.65
p89527,244.71
p89528,143.24
p89529,558.80
p89530,280.44
p89531,605.76
p89532,733.95
p89533,718.77
p89534,334.66
p89535,631.94
p89536,46.81
p89537,513.54
p89538,947.13
p89539,338.04
p89540,419.23
p89541,326.04
p89542,186.12
p89543,587.44
p89544,45.18
p89545,305.05
p89546,589.00
p89547,17.35
p89548,341.74
p89549,338.92
p89550,900.35
p89551,897.04
p89552,664.17
p89553,30.28
p89554,268.12
p89555,895.70
p89556,4.62
p89557,619.55
p89558,479.02
p89559,183.73
p89560,643.63
p89561,245.88
p89562,415.87
p89563,161.34
p89564,350.59
p89565,565.45
p89566,890.53
p89567,581.73
p89568,951.49
p89569,559.77
p89570,345.69
p89571,787.10
p89572,307.42
p89573,256.33
p89574,258.48
p89575,571.90
p89576,550.87
p89577,854.21
p89578,570.45
p89579,822.89
p89580,410.19
p89581,587.80
p89582,28.66
p89583,676.84
p89584,869.16
p89585,700.85
p89586,119.10
p89587,432.81
p89588,483.28
p89589,85.63
p89590,777.44
p89591,346.06
p89592,138.77
p89593,846.74
p89594,741.52
p89595,622.07
p89596,300.54
p89597,570.13
p89598,90.92
p89599,713.34
p89600,311.17
p89601,351.48
p89602,956.74
p89603,105.60
p89604,210.36
p89605,850.53
p89606,492.10
p89607,103.05
p89608,340.14
p89609,747.85
p89610,569.40
p89611,42.48
p89612,800.18
p89613,609.66
p89614,460.26
p89615,476.99
p89616,900.78
p89617,611.24
p89618,734.54
p89619,12.13
p89620,654.01
p89621,176.43
p89622,21.27
p89623,106.55
p89624,448.11
p89625,245.91
p89626,188.70
p89627,308.11
p89628,33.15
p89629,83.75
p89630,630.23
p89631,919.81
p89632,646.79
p89633,931.52
p89634,90.32
p89635,902.74
p89636,743.44
p89637,693.82
p89638,388.68
p89639,407.23
p89640,857.42
p89641,514.28
p89642,402.05
p89643,117.10
p89644,270.11
p89645,891.74
p89646,572.50
p89647,598.76
p89648,938.54
p89649,884.85
p89650,108.17
p89651,253.86
p89652,57.12
p89653,876.15
p89654,632.19
p89655,477.16
p89656,609.51
p89657,263.60
p89658,851.13
p89659,992.21
p89660,354.75
p89661,384.42
p89662,173.35
p89663,677.53
p89664,349.05
p89665,633.06
p89666,486.72
p89667,871.52
p89668,560.63
p89669,719.30
p89670,887.02
p89671,41.34
p89672,629.97
p89673,307.52
p89674,424.38
p89675,407.18
p89676,333.31
p89677,82.79
p89678,68.48
p89679,185.34
p89680,511.19
p89681,172.48
p89682,38.15
p89683,241.86
p89684,534.02
p89685,676.56
p89686,76.50
p89687,175.56
p89688,45.93
p89689,343.49
p89690,28.59
p89691,98.10
p89692,255.31
p89693,794.19
p89694,83.20
p89695,823.37
p89696,316.02
p89697,266.64
p89698,391.53
p89699,438.35
p89700,716.84
p89701,563.32
p89702,910.26
p89703,899.86
p89704,364.18
p89705,421.23
p89706,472.69
p89707,685.82
p89708,775.54
p89709,507.50
p89710,216.19
p89711,478.98
p89712,616.08
p89713,566.06
p89714,726.21
p89715,71.11
p89716,524.18
p89717,555.67
p89718,115.82
p89719,936.14
p89720,825.58
p89721,312.88
p89722,565.88
p89723,940.87
p89724,139.31
p89725,365.31
p89726,519.48
p89727,294.48
p89728,699.43
p89729,525.06
p89730,896.78
p89731,783.54
p89732,351.70
p89733,909.76
p89734,729.14
p89735,59.93
p89736,299.97
p89737,790.57
p89738,440.70
p89739,396.02
p89740,890.85
p89741,329.83
p89742,206.16
p89743,11.39
p89744,740.55
p89745,982.61
p89746,876.67
p89747,990.66
p89748,50.22
p89749,116.17
p89750,929.88
p89751,843.77
p89752,380.75
p89753,234.10
p89754,385.59
p89755,654.82
p89756,915.55
p89757,557.53
p89758,33.88
p89759,802.22
p89760,978.85
p89761,695.47
p89762,295.82
p89763,893.75
p89764,773.70
p89765,699.93
p89766,373.81
p89767,303.29
p89768,981.04
p89769,66.71
p89770,286.37
p89771,416.58
p89772,188.64
p89773,104.67
p89774,301.26
p89775,340.49
p89776,873.55
p89777,99.49
p89778,211.46
p89779,413.24
p89780,884.02
p89781,746.02
p89782,0.58
p89783,461.61
p89784,110.02
p89785,233.80
p89786,272.84
p89787,919.60
p89788,80.77
p89789,775.82
p89790,119.46
p89791,230.25
p89792,135.32
p89793,593.44
p89794,577.20
p89795,688.65
p89796,607.61
p89797,409.33
p89798,452.82
p89799,231.41
p89800,106.46
p89801,651.73
p89802,729.47
p89803,169.39
p89804,623.28
p89805,407.38
p89806,330.11
p89807,589.00
p89808,45.35
p89809,448.45
p89810,786.99
p89811,263.65
p89812,997.22
p89813,716.32
p89814,103.23
p89815,442.37
p89816,81.49
p89817,702.70
p89818,24.43
p89819,172.87
p89820,847.19
p89821,999.91
p89822,397.73
p89823,706.65
p89824,3.04
p89825,455.55
p89826,999.67
p89827,915.80
p89828,991.35
p89829,935.51
p89830,769.29
p89831,584.28
p89832,157.56
p89833,429.06
p89834,827.64
p89835,857.17
p89836,948.23
p89837,776.46
p89838,707.11
p89839,802.15
p89840,617.09
p89841,194.31
p89842,552.49
p89843,651.53
p89844,237.07
p89845,592.67
p89846,936.96
p89847,858.59
p89848,373.19
p89849,37.15
p89850,491.02
p89851,723.78
p89852,564.77
p89853,493.43
p89854,184.55
p89855,973.35
p89856,199.62
p89857,89.68
p89858,576.36
p89859,260.51
p89860,152.14
p89861,2.41
p89862,274.65
p89863,5.32
p89864,76.70
p89865,457.36
p89866,153.43
p89867,366.76
p89868,314.38
p89869,618.23
p89870,373.31
p89871,481.39
p89872,231.21
p89873,379.47
p89874,844.85
p89875,339.49
p89876,531.89
p89877,781.18
p89878,880.45
p89879,644.74
p89880,209.16
p89881,340.20
p89882,166.44
p89883,996.66
p89884,375.28
p89885,602.37
p89886,608.22
p89887,698.61
p89888,710.62
p89889,851.94
p89890,750.29
p89891,235.37
p89892,643.72
p89893,994.16
p89894,434.44
p89895,219.66
p89896,690.61
p89897,697.97
p89898,100.32
p89899,64.18
p89900,494.96
p89901,639.44
p89902,659.98
p89903,345.05
p89904,834.55
p89905,622.64
p89906,306.49
p89907,33.55
p89908,26.04
p89909,532.13
p89910,332.88
p89911,894.35
p89912,156.80
p89913,595.05
p89914,589.63
p89915,641.88
p89916,605.87
p89917,71.98
p89918,646.79
p89919,760.57
p89920,210.62
p89921,659.84
p89922,889.47
p89923,835.74
p89924,22.28
p89925,377.46
p89926,848.93
p89927,732.07
p89928,828.18
p89929,914.41
p89930,893.68
p89931,827.39
p89932,601.92
p89933,573.70
p89934,757.31
p89935,541.54
p89936,725.25
p89937,848.21
p89938,871.93
p89939,92.09
p89940,157.92
p89941,725.44
p89942,268.12
p89943,618.42
p89944,281.13
p89945,622.98
p89946,166.56
p89947,991.81
p89948,528.07
p89949,546.41
p89950,533.79
p89951,222.30
p89952,311.49
p89953,742.13
p89954,800.08
p89955,164.63
p89956,372.44
p89957,252.53
p89958,992.29
p89959,723.53
p89960,38.74
p89961,832.39
p89962,136.01
p89963,670.22
p89964,20.38
p89965,284.04
p89966,942.83
p89967,888.72
p89968,803.43
p89969,997.41
p89970,683.28
p89971,344.10
p89972,476.54
p89973,817.11
p89974,278.75
p89975,141.87
p89976,711.16
p89977,868.57
p89978,156.15
p89979,503.47
p89980,474.13
p89981,269.93
p89982,764.51
p89983,967.21
p89984,779.95
p89985,555.92
p89986,322.30
p89987,367.17
p89988,382.13
p89989,319.47
p89990,715.95
p89991,165.40
p89992,71.28
p89993,355.39
p89994,389.54
p89995,195.40
p89996,302.08
p89997,475.58
p89998,52.52
p89999,699.92
p90000,805.97
p90001,843.78
p90002,214.26
p90003,829.01
p90004,304.27
p90005,757.69
p90006,112.30
p90007,471.92
p90008,250.68
p90009,473.73
p90010,995.85
p90011,270.65
p90012,770.16
p90013,599.92
p90014,299.43
p90015,766.42
p90016,258.20
p90017,988.96
p90018,874.40
p90019,308.18
p90020,794.91
p90021,406.75
p90022,31.07
p90023,860.92
p90024,834.33
p90025,505.73
p90026,257.06
p90027,480.95
p90028,257.53
p90029,519.95
p90030,905.50
p90031,835.88
p90032,173.65
p90033,525.35
p90034,470.25
p90035,663.40
p90036,161.75
p90037,176.77
p90038,904.98
p90039,9.06
p90040,802.67
p90041,811.24
p90042,927.56
p90043,358.22
p90044,549.11
p90045,428.05
p90046,947.42
p90047,694.44
p90048,79.77
p90049,46.39
p90050,513.35
p90051,174.79
p90052,682.51
p90053,65.15
p90054,119.91
p90055,134.32
p90056,573.46
p90057,110.08
p90058,155.57
p90059,604.41
p90060,931.71
p90061,5.84
p90062,639.88
p90063,693.97
p90064,7.69
p90065,142.31
p90066,181.16
p90067,153.83
p90068,203.69
p90069,657.38
p90070,815.43
p90071,563.65
p90072,917.12
p90073,133.69
p90074,818.85
p90075,134.35
p90076,250.89
p90077,602.05
p90078,153.57
p90079,174.30
p90080,500.65
p90081,209.94
p90082,820.88
p90083,798.58
p90084,686.47
p90085,412.06
p90086,321.34
p90087,251.12
p90088,280.88
p90089,412.12
p90090,448.96
p90091,858.19
p90092,41.13
p90093,863.08
p90094,440.80
p90095,78.87
p90096,748.73
p90097,747.03
p90098,476.69
p90099,610.02
p90100,493.73
p90101,797.07
p90102,127.91
p90103,977.63
p90104,182.19
p90105,126.52
p90106,841.50
p90107,58.05
p90108,635.74
p90109,32.65
p90110,590.20
p90111,729.23
p90112,951.02
p90113,170.21
p90114,419.47
p90115,928.77
p90116,329.49
p90117,435.82
p90118,565.81
p90119,926.34
p90120,345.62
p90121,698.62
p90122,359.65
p90123,471.74
p90124,407.52
p90125,234.42
p90126,715.02
p90127,590.70
p90128,233.26
p90129,493.93
p90130,88.96
p90131,224.33
p90132,65.48
p90133,613.06
p90134,436.90
p90135,282.09
p90136,751.48
p90137,35.25
p90138,567.46
p90139,391.39
p90140,351.35
p90141,345.30
p90142,815.06
p90143,270.57
p90144,108.00
p90145,566.77
p90146,124.68
p90147,202.57
p90148,727.32
p90149,791.54
p90150,431.59
p90151,661.89
p90152,403.81
p90153,862.09
p90154,312.17
p90155,77.08
p90156,358.14
p90157,487.07
p90158,310.87
p90159,807.96
p90160,613.86
p90161,218.47
p90162,609.07
p90163,715.48
p90164,589.68
p90165,427.39
p90166,200.49
p90167,456.50
p90168,349.42
p90169,939.98
p90170,463.44
p90171,801.91
p90172,225.93
p90173,43.78
p90174,754.93
p90175,978.64
p90176,275.21
p90177,95.25
p90178,789.51
p90179,978.97
p90180,815.98
p90181,539.79
p90182,27.94
p90183,4.66
p90184,436.69
p90185,952.18
p90186,119.22
p90187,554.38
p90188,918.66
p90189,694.38
p90190,782.16
p90191,524.51
p90192,389.73
p90193,415.17
p90194,131.42
p90195,459.29
p90196,735.64
p90197,406.91
p90198,601.47
p90199,675.11
p90200,756.88
p90201,5.76
p90202,70.24
p90203,231.45
p90204,362.62
p90205,51.44
p90206,154.22
p90207,557.83
p90208,803.97
p90209,786.79
p90210,969.72
p90211,249.25
p90212,705.57
p90213,257.00
p90214,269.63
p90215,605.36
p90216,839.93
p90217,997.73
p90218,881.03
p90219,862.43
p90220,953.67
p90221,346.70
p90222,998.61
p90223,424.15
p90224,365.00
p90225,87.72
p90226,60.99
p90227,120.27
p90228,916.16
p90229,572.86
p90230,63.28
p90231,924.82
p90232,811.47
p90233,958.12
p90234,47.73
p90235,653.43
p90236,550.48
p90237,462.98
p90238,330.90
p90239,744.66
p90240,489.03
p90241,245.09
p90242,198.06
p90243,988.21
p90244,397.09
p90245,617.47
p90246,316.66
p90247,159.39
p90248,208.62
p90249,184.86
p90250,90.25
p90251,62.08
p90252,925.37
p90253,86.27
p90254,555.20
p90255,997.09
p90256,12.70
p90257,626.63
p90258,613.11
p90259,578.12
p90260,380.06
p90261,336.16
p90262,391.49
p90263,89.66
p90264,626.24
p90265,943.19
p90266,593.81
p90267,770.71
p90268,551.72
p90269,97.15
p90270,453.82
p90271,9.62
p90272,679.29
p90273,791.41
p90274,287.38
p90275,425.14
p90276,684.88
p90277,883.21
p90278,16.03
p90279,544.43
p90280,71.79
p90281,120.06
p90282,268.34
p90283,857.85
p90284,424.31
p90285,481.84
p90286,158.73
p90287,530.08
p90288,602.30
p90289,590.10
p90290,113.21
p90291,683.18
p90292,836.22
p90293,267.78
p90294,158.10
p90295,487.45
p90296,849.34
p90297,626.96
p90298,349.73
p90299,406.44
p90300,265.50
p90301,49.90
p90302,519.01
p90303,963.79
p90304,805.90
p90305,703.95
p90306,689.39
p90307,170.37
p90308,997.82
p90309,544.69
p90310,36.54
p90311,276.55
p90312,585.02
p90313,322.42
p90314,879.12
p90315,284.63
p90316,739.47
p90317,139.19
p90318,933.58
p90319,333.80
p90320,914.84
p90321,652.03
p90322,727.44
p90323,201.73
p90324,50.75
p90325,920.32
p90326,913.43
p90327,631.29
p90328,39.38
p90329,309.87
p90330,112.76
p90331,230.99
p90332,327.67
p90333,675.02
p90334,423.04
p90335,524.70
p90336,850.34
p90337,761.72
p90338,15.38
p90339,287.14
p90340,240.55
p90341,691.33
p90342,627.95
p90343,952.03
p90344,630.44
p90345,294.52
p90346,743.91
p90347,186.69
p90348,959.25
p90349,428.49
p90350,936.63
p90351,391.47
p90352,592.11
p90353,547.39
p90354,933.70
p90355,565.57
p90356,208.85
p90357,924.50
p90358,666.04
p90359,104.47
p90360,751.98
p90361,229.64
p90362,529.25
p90363,431.38
p90364,801.38
p90365,203.07
p90366,956.39
p90367,81.32
p90368,769.16
p90369,151.32
p90370,932.67
p90371,597.27
p90372,313.42
p90373,315.99
p90374,89.21
p90375,750.86
p90376,237.61
p90377,250.38
p90378,249.23
p90379,177.87
p90380,360.33
p90381,894.30
p90382,846.85
p90383,498.94
p90384,303.24
p90385,469.13
p90386,436.55
p90387,4.38
p90388,807.69
p90389,889.90
p90390,279.91
p90391,180.04
p90392,364.44
p90393,980.19
p90394,685.86
p90395,299.05
p90396,356.91
p90397,308.96
p90398,343.53
p90399,3.93
p90400,938.70
p90401,616.80
p90402,610.33
p90403,878.60
p90404,2.55
p90405,305.44
p90406,191.75
p90407,700.80
p90408,371.54
p90409,169.34
p90410,959.56
p90411,737.41
p90412,931.59
p90413,710.75
p90414,709.17
p90415,264.25
p90416,715.33
p90417,790.83
p90418,277.69
p90419,485.72
p90420,450.28
p90421,926.87
p90422,46.79
p90423,280.32
p90424,699.25
p90425,135.58
p90426,17.91
p90427,564.09
p90428,438.06
p90429,328.03
p90430,526.27
p90431,518.21
p90432,809.07
p90433,176.83
p90434,566.68
p90435,247.11
p90436,582.66
p90437,889.25
p90438,526.96
p90439,744.03
p90440,949.67
p90441,98.59
p90442,180.77
p90443,359.30
p90444,787.50
p90445,220.71
p90446,713.58
p90447,362.15
p90448,271.53
p90449,647.21
p90450,492.29
p90451,648.42
p90452,68.41
p90453,474.85
p90454,66.89
p90455,943.06
p90456,790.75
p90457,788.20
p90458,422.41
p90459,609.52
p90460,42.77
p90461,182.22
p90462,35.01
p90463,444.22
p90464,455.33
p90465,671.00
p90466,458.68
p90467,663.78
p90468,185.87
p90469,359.78
p90470,725.93
p90471,739.18
p90472,399.09
p90473,12.31
p90474,492.96
p90475,731.81
p90476,757.19
p90477,231.42
p90478,831.21
p90479,344.61
p90480,578.55
p90481,434.09
p90482,595.28
p90483,938.46
p90484,214.85
p90485,733.78
p90486,383.20
p90487,287.06
p90488,959.26
p90489,201.69
p90490,647.75
p90491,862.93
p90492,969.93
p90493,651.16
p90494,676.47
p90495,463.87
p90496,260.06
p90497,872.85
p90498,581.91
p90499,889.94
p90500,281.71
p90501,730.54
p90502,358.99
p90503,476.31
p90504,886.54
p90505,282.62
p90506,530.56
p90507,819.19
p90508,939.18
p90509,998.72
p90510,449.16
p90511,315.36
p90512,828.83
p90513,817.80
p90514,900.05
p90515,522.44
p90516,481.25
p90517,189.36
p90518,366.61
p90519,360.34
p90520,102.14
p90521,773.59
p90522,391.06
p90523,749.37
p90524,462.68
p90525,468.50
p90526,935.20
p90527,577.57
p90528,12.59
p90529,249.18
p90530,299.41
p90531,868.19
p90532,297.42
p90533,957.02
p90534,987.36
p90535,281.31
p90536,113.27
p90537,903.48
p90538,143.87
p90539,437.69
p90540,350.86
p90541,252.40
p90542,959.57
p90543,64.19
p90544,269.01
p90545,178.76
p90546,519.33
p90547,370.03
p90548,1.43
p90549,632.83
p90550,207.00
p90551,799.73
p90552,735.37
p90553,159.34
p90554,771.40
p90555,417.27
p90556,113.20
p90557,3.55
p90558,125.91
p90559,466.77
p90560,627.43
p90561,405.62
p90562,184.68
p90563,952.98
p90564,526.35
p90565,788.70
p90566,439.34
p90567,567.39
p90568,529.11
p90569,646.25
p90570,283.02
p90571,292.24
p90572,944.62
p90573,573.28
p90574,598.14
p90575,466.17
p90576,981.56
p90577,921.97
p90578,936.85
p90579,597.77
p90580,644.29
p90581,472.90
p90582,866.82
p90583,352.68
p90584,108.96
p90585,427.57
p90586,793.98
p90587,916.79
p90588,920.46
p90589,588.40
p90590,919.74
p90591,976.68
p90592,303.70
p90593,862.63
p90594,63.43
p90595,755.15
p90596,487.02
p90597,669.95
p90598,539.94
p90599,102.54
p90600,879.97
p90601,521.04
p90602,120.78
p90603,317.74
p90604,498.61
p90605,619.79
p90606,403.33
p90607,487.30
p90608,474.85
p90609,358.13
p90610,975.35
p90611,938.63
p90612,649.01
p90613,317.13
p90614,260.81
p90615,685.22
p90616,957.51
p90617,662.12
p90618,595.32
p90619,954.07
p90620,620.46
p90621,527.09
p90622,687.28
p90623,295.25
p90624,946.95
p90625,456.62
p90626,926.64
p90627,942.02
p90628,922.57
p90629,215.56
p90630,356.14
p90631,107.74
p90632,611.92
p90633,58.99
p90634,272.67
p90635,155.98
p90636,304.01
p90637,209.99
p90638,121.63
p90639,989.10
p90640,638.23
p90641,224.04
p90642,60.38
p90643,576.27
p90644,913.25
p90645,952.50
p90646,45.69
p90647,449.84
p90648,398.36
p90649,146.58
p90650,338.14
p90651,798.79
p90652,639.52
p90653,179.00
p90654,580.76
p90655,918.05
p90656,12.65
p90657,488.07
p90658,359.60
p90659,515.94
p90660,823.34
p90661,447.29
p90662,196.06
p90663,657.20
p90664,612.25
p90665,947.24
p90666,614.59
p90667,828.93
p90668,824.52
p90669,675.26
p90670,412.15
p90671,728.49
p90672,291.26
p90673,824.26
p90674,575.56
p90675,14.14
p90676,940.55
p90677,32.76
p90678,106.87
p90679,344.66
p90680,718.40
p90681,362.11
p90682,781.00
p90683,538.37
p90684,539.15
p90685,213.99
p90686,246.00
p90687,767.31
p90688,514.39
p90689,755.33
p90690,702.27
p90691,315.11
p90692,38.42
p90693,211.02
p90694,373.56
p90695,592.27
p90696,422.89
p90697,356.35
p90698,688.92
p90699,532.13
p90700,776.87
p90701,122.13
p90702,674.81
p90703,184.09
p90704,392.06
p90705,650.53
p90706,677.15
p90707,613.05
p90708,689.98
p90709,577.53
p90710,384.75
p90711,774.91
p90712,748.15
p90713,416.31
p90714,30.93
p90715,187.02
p90716,188.02
p90717,272.14
p90718,812.76
p90719,289.36
p90720,240.62
p90721,573.85
p90722,341.14
p90723,17.30
p90724,30.81
p90725,246.07
p90726,619.60
p90727,76.63
p90728,318.59
p90729,222.89
p90730,218.21
p90731,286.01
p90732,952.23
p90733,345.94
p90734,735.32
p90735,676.99
p90736,993.57
p90737,363.22
p90738,690.62
p90739,563.98
p90740,763.40
p90741,727.41
p90742,581.20
p90743,275.55
p90744,427.24
p90745,543.22
p90746,329.58
p90747,825.77
p90748,315.68
p90749,678.17
p90750,741.17
p90751,205.73
p90752,521.92
p90753,513.45
p90754,33.45
p90755,654.16
p90756,409.28
p90757,509.29
p90758,415.23
p90759,809.73
p90760,875.25
p90761,1.23
p90762,705.76
p90763,20.67
p90764,228.31
p90765,186.58
p90766,493.09
p90767,556.97
p90768,915.74
p90769,559.01
p90770,297.58
p90771,909.51
p90772,201.93
p90773,841.43
p90774,463.32
p90775,545.40
p90776,685.98
p90777,984.88
p90778,365.53
p90779,489.35
p90780,642.71
p90781,61.59
p90782,98.04
p90783,122.95
p90784,848.31
p90785,158.29
p90786,935.49
p90787,318.67
p90788,557.07
p90789,682.88
p90790,882.33
p90791,382.16
p90792,369.93
p90793,182.61
p90794,178.16
p90795,635.28
p90796,795.11
p90797,223.13
p90798,466.27
p90799,821.75
p90800,797.26
p90801,222.41
p90802,242.46
p90803,158.75
p90804,540.17
p90805,732.74
p90806,346.84
p90807,142.76
p90808,755.13
p90809,580.49
p90810,103.60
p90811,300.21
p90812,661.18
p90813,412.26
p90814,452.86
p90815,77.82
p90816,816.27
p90817,935.16
p90818,691.52
p90819,538.76
p90820,253.20
p90821,820.77
p90822,919.92
p90823,251.38
p90824,963.74
p90825,970.17
p90826,366.79
p90827,513.85
p90828,291.27
p90829,284.51
p90830,81.87
p90831,279.11
p90832,663.64
p90833,899.83
p90834,499.65
p90835,709.61
p90836,85.42
p90837,688.02
p90838,591.93
p90839,459.17
p90840,78.50
p90841,160.75
p90842,899.81
p90843,679.97
p90844,261.50
p90845,348.89
p90846,641.82
p90847,724.02
p90848,397.70
p90849,796.71
p90850,161.45
p90851,560.60
p90852,942.61
p90853,257.89
p90854,222.17
p90855,765.12
p90856,459.23
p90857,541.68
p90858,468.21
p90859,785.87
p90860,303.45
p90861,246.35
p90862,908.71
p90863,321.11
p90864,543.66
p90865,764.40
p90866,537.65
p90867,673.05
p90868,814.68
p90869,432.47
p90870,667.55
p90871,456.78
p90872,314.03
p90873,221.18
p90874,234.67
p90875,23.95
p90876,888.29
p90877,70.78
p90878,191.84
p90879,114.44
